scientificName,scientificNameAuthorship,spec.name.ORIG,genus,family,manual_length,manual_width,sd_manual_length,sd_manual_width
Saponaria officinalis,L.,Saponaria officinalis,Saponaria,Caryophyllaceae,1.872,1.598,0.138,0.087
Cytisus scoparius,(L.) Link,Sarothamnus scoparius,Cytisus,Fabaceae,3.992,2.352,0.22,0.274
Saussurea alpina,(L.) DC.,Saussurea alpina,Saussurea,Asteraceae,2.838,1.114,0.464,0.206
Saxifraga aizoides,L.,Saxifraga aizoides,Saxifraga,Saxifragaceae,0.904,0.4,0.094,0.045
Saxifraga androsacea,L.,Saxifraga androsacea,Saxifraga,Saxifragaceae,0.63,0.38,0,0
Saxifraga aphylla,Sternb.,Saxifraga aphylla,Saxifraga,Saxifragaceae,0.63,0.356,0,0.033
Saxifraga caesia,L.,Saxifraga caesia,Saxifraga,Saxifragaceae,0.69,0.38,0,0
Saxifraga exarata,Vill.,Saxifraga exarata,Saxifraga,Saxifragaceae,0.642,0.332,0.027,0.027
Saxifraga hirculus,L.,Saxifraga hirculus,Saxifraga,Saxifragaceae,1.18,0.508,0.045,0.049
Saxifraga hirsuta,L.,Saxifraga hirsuta,Saxifraga,Saxifragaceae,0.654,0.32,0.033,0
Saxifraga exarata subsp. moschata,(Wulfen) Cavill.,Saxifraga moschata,Saxifraga,Saxifragaceae,0.76,0.32,0,0
Saxifraga mutata,L.,Saxifraga mutata,Saxifraga,Saxifragaceae,0.802,0.42,0.093,0
Saxifraga oppositifolia,L.,Saxifraga oppositifolia,Saxifraga,Saxifragaceae,1.23,0.482,0.098,0.033
Saxifraga paniculata,Mill.,Saxifraga paniculata,Saxifraga,Saxifragaceae,0.882,0.442,0.094,0.049
Saxifraga seguieri,Spreng.,Saxifraga seguieri,Saxifraga,Saxifragaceae,0.758,0.32,0.046,0
Saxifraga stellaris,L.,Saxifraga stellaris,Saxifraga,Saxifragaceae,0.78,0.464,0.055,0.06
Scabiosa canescens,Waldst. & Kit.,Scabiosa canescens,Scabiosa,Caprifoliaceae,5.252,2.374,0.775,0.513
Scabiosa columbaria,L.,Scabiosa columbaria,Scabiosa,Caprifoliaceae,6.006,2.058,0.435,0.094
Scabiosa lucida,Vill.,Scabiosa lucida,Scabiosa,Caprifoliaceae,8.38,2.332,0.566,0.19
Scheuchzeria palustris,L.,Scheuchzeria palustris,Scheuchzeria,Scheuchzeriaceae,3.68,2.016,0.361,0.151
Schoenoplectiella supina,(L.) Lye,Schoenoplectus supinus,Schoenoplectiella,Cyperaceae,1.264,0.872,0.043,0.132
Schoenus nigricans,L.,Schoenus nigricans,Schoenus,Cyperaceae,1.622,0.8,0.169,0.06
Prospero autumnale,(L.) Speta,Scilla autumnalis,Prospero,Asparagaceae,2.312,1.348,0.225,0.114
Scleranthus annuus,L.,Scleranthus annuus,Scleranthus,Caryophyllaceae,3.48,1.496,0.179,0.1
Scorzonera austriaca,Willd.,Scorzonera austriaca,Scorzonera,Asteraceae,9.682,1.304,0.757,0.119
Scorzonera humilis,L.,Scorzonera humilis,Scorzonera,Asteraceae,8.276,1.22,0.719,0.191
Podospermum purpureum,(L.) W.D.J.Koch & Ziz,Scorzonera purpurea,Podospermum,Asteraceae,10.924,1.096,0.934,0.088
Scrophularia canina,L.,Scrophularia canina,Scrophularia,Scrophulariaceae,1.6,1.01,0.116,0.191
Scrophularia nodosa,L.,Scrophularia nodosa,Scrophularia,Scrophulariaceae,0.988,0.57,0.093,0.055
Scrophularia umbrosa,Dumort.,Scrophularia umbrosa,Scrophularia,Scrophulariaceae,0.802,0.53,0.093,0
Scutellaria galericulata,L.,Scutellaria galericulata,Scutellaria,Lamiaceae,1.374,1.09,0.11,0.047
Sedum annuum,L.,Sedum annuum,Sedum,Crassulaceae,0.77,0.33,0.054,0.054
Sedum rosei,Raym.-Hamet,Sedum rosea,Sedum,Crassulaceae,1.324,0.506,0.139,0.088
Sedum rubens,L.,Sedum rubens,Sedum,Crassulaceae,0.514,0.25,0.031,0
Sedum sexangulare,L.,Sedum sexangulare,Sedum,Crassulaceae,0.642,0.32,0.05,0
Sedum villosum,L.,Sedum villosum,Sedum,Crassulaceae,0.652,0.32,0.049,0
Selinum carvifolia,(L.) L.,Selinum carvifolia,Selinum,Apiaceae,4.266,2.648,0.243,0.135
Senecio abrotanifolius,Gouan,Senecio abrotanifolius,Senecio,Asteraceae,4.496,0.82,0.204,0.045
Jacobaea alpina,(L.) Moench,Senecio alpinus,Jacobaea,Asteraceae,3.424,0.76,0.094,0.045
Jacobaea aquatica,"(Hill) G.Gaertn., B.Mey. & Scherb.",Senecio aquaticus,Jacobaea,Asteraceae,1.874,0.612,0.115,0.087
Jacobaea incana subsp. carniolica,(Willd.) B.Nord. & Greuter,Senecio carniolicus,Jacobaea,Asteraceae,2.92,0.78,0.435,0.189
Senecio doronicum,(L.) L.,Senecio doronicum,Senecio,Asteraceae,5.334,1.22,0.115,0.121
Jacobaea erratica,(Bertol.) Fourr.,Senecio erraticus,Jacobaea,Asteraceae,1.474,0.55,0.105,0.045
Tephroseris longifolia subsp. gaudinii,(Gremli) Kerguélen,Senecio gaudinii,Tephroseris,Asteraceae,3.404,1.01,0.266,0.055
Tephroseris helenitis,(L.) B.Nord.,Senecio helenitis,Tephroseris,Asteraceae,2.712,0.74,0.172,0
Senecio integrifolius,Hook.,Senecio integrifolius,Senecio,Asteraceae,3.11,0.884,0.055,0.06
Jacobaea paludosa,"(L.) G.Gaertn., B.Mey. & Scherb.",Senecio paludosus,Jacobaea,Asteraceae,2.648,0.57,0.418,0.055
Senecio sarracenicus,L.,Senecio sarracenicus,Senecio,Asteraceae,3.994,0.74,0.147,0
Senecio sylvaticus,L.,Senecio sylvaticus,Senecio,Asteraceae,2.584,0.55,0.094,0.045
Senecio leucanthemifolius subsp. vernalis,(Waldst. & Kit.) Greuter,Senecio vernalis,Senecio,Asteraceae,1.998,0.674,0.074,0.06
Senecio vulgaris,L.,Senecio vulgaris,Senecio,Asteraceae,2.44,0.508,0.045,0.049
Seseli libanotis,(L.) W.D.J.Koch,Seseli libanotis,Seseli,Apiaceae,2.962,1.954,0.213,0.139
Seseli montanum,L.,Seseli montanum,Seseli,Apiaceae,4.264,1.534,0.359,0.094
Sesleria caerulea,(L.) Ard.,Sesleria caerulea,Sesleria,Poaceae,3.342,1.072,1.593,0.114
Setaria italica,(L.) P.Beauv.,Setaria italica,Setaria,Poaceae,2.092,1.158,0.027,0.073
Setaria pumila,(Poir.) Roem. & Schult.,Setaria pumila,Setaria,Poaceae,3.446,2.27,0.173,0.055
Sherardia arvensis,L.,Sherardia arvensis,Sherardia,Rubiaceae,3.466,1.58,0.703,0.148
Sibbaldia procumbens,L.,Sibbaldia procumbens,Sibbaldia,Rosaceae,1.304,1.072,0.16,0.114
Silaum silaus,(L.) Schinz & Thell.,Silaum silaus,Silaum,Apiaceae,4.396,1.766,0.291,0.173
Silene armeria,L.,Silene armeria,Silene,Caryophyllaceae,0.692,0.614,0.016,0.049
Silene nutans,L.,Silene nutans,Silene,Caryophyllaceae,1.108,0.852,0.04,0.054
Silene otites,(L.) Wibel,Silene otites,Silene,Caryophyllaceae,0.96,0.792,0.042,0.027
Silene rupestris,L.,Silene rupestris,Silene,Caryophyllaceae,0.63,0.53,0,0
Silene vulgaris,(Moench) Garcke,Silene vulgaris,Silene,Caryophyllaceae,0.724,0.664,0.0260768,0.0167332
Sinapis arvensis,L.,Sinapis arvensis,Sinapis,Brassicaceae,1.752,1.734,0.05,0.039
Sisymbrium altissimum,L.,Sisymbrium altissimum,Sisymbrium,Brassicaceae,0.924,0.564,0.193,0.077
Sisymbrium austriacum,Jacq.,Sisymbrium austriacum,Sisymbrium,Brassicaceae,1.282,0.632,0.078,0.045
Sisymbrium loeselii,L.,Sisymbrium loeselii,Sisymbrium,Brassicaceae,0.968,0.508,0.087,0.049
Sisymbrium officinale,(L.) Scop.,Sisymbrium officinale,Sisymbrium,Brassicaceae,1.128,0.682,0.088,0.052
Sisymbrium strictissimum,L.,Sisymbrium strictissimum,Sisymbrium,Brassicaceae,0.936,0.656,0.116,0.038
Berula erecta,(Huds.) Coville,Sium erectum,Berula,Apiaceae,2.1,1.83,0,0.055
Smyrnium perfoliatum,L.,Smyrnium perfoliatum,Smyrnium,Apiaceae,3.512,2.69,0.274,0.121
Solanum dulcamara,L.,Solanum dulcamara,Solanum,Solanaceae,2.08,1.89,0.189,0.148
Solanum nigrum,L.,Solanum nigrum,Solanum,Solanaceae,1.998,1.556,0.074,0.088
Soldanella alpicola,F.K.Mey.,Soldanella alpicola,Soldanella,Primulaceae,0.844,0.53,0.105,0
Soldanella alpina,L.,Soldanella alpina,Soldanella,Primulaceae,1.324,0.758,0.176,0.135
Soldanella minima,Hoppe,Soldanella minima,Soldanella,Primulaceae,1.01,0.572,0.055,0.094
Solidago virgaurea subsp. minuta,(L.) Arcang.,Solidago virgaurea subsp. minuta,Solidago,Asteraceae,4.476,0.884,0.303,0.119
Sonchus oleraceus,(L.) L.,Sonchus oleraceus,Sonchus,Asteraceae,2.55,1.05,0.19,0
Sonchus palustris,L.,Sonchus palustris,Sonchus,Asteraceae,3.172,1.028,0.114,0.049
Sorbus aucuparia,L.,Sorbus aucuparia,Sorbus,Rosaceae,4.034,1.618,0.216,0.142
Sparganium erectum,L.,Sparganium erectum,Sparganium,Typhaceae,8.898,3.822,0.401,0.261
Sparganium natans,L.,Sparganium minimum,Sparganium,Typhaceae,4.936,2.28,0.383,0.213
Spergula arvensis,L.,Spergula arvensis,Spergula,Caryophyllaceae,1.09,0.942,0.065,0.131
Spergula morisonii,Boreau,Spergula morisonii,Spergula,Caryophyllaceae,1.548,1.476,0.04,0.08
Spergularia echinosperma,(Celak.) Asch. & Graebn.,Spergularia echinosperma,Spergularia,Caryophyllaceae,0.486,0.4,0.06,0.045
Spergularia rubra,(L.) J.Presl & C.Presl,Spergularia rubra,Spergularia,Caryophyllaceae,1.564,1.198,0.053,0.104
Spergularia marina,(L.) Besser,Spergularia salina,Spergularia,Caryophyllaceae,1.2,1.03,0.055,0.045
Stachys alopecuros,(L.) Benth.,Stachys alopecuros,Stachys,Lamiaceae,2.776,1.68,0.139,0.11
Stachys alpina,L.,Stachys alpina,Stachys,Lamiaceae,2.796,2.102,0.06,0.22
Stachys annua,(L.) L.,Stachys annua,Stachys,Lamiaceae,1.998,1.62,0.127,0.055
Stachys arvensis,(L.) L.,Stachys arvensis,Stachys,Lamiaceae,1.596,1.18,0.139,0.116
Stachys germanica,L.,Stachys germanica,Stachys,Lamiaceae,1.872,1.492,0.087,0.049
Stachys officinalis,(L.) Trevis.,Stachys officinalis,Stachys,Lamiaceae,2.63,1.516,0.148,0.094
Stachys recta,L.,Stachys recta,Stachys,Lamiaceae,2.228,1.536,0.138,0.06
Stachys sylvatica,L.,Stachys sylvatica,Stachys,Lamiaceae,2.04,1.452,0.055,0.138
Staphylea pinnata,L.,Staphylea pinnata,Staphylea,Staphyleaceae,9.8,8.6,0.447,0.548
Stellaria graminea,L.,Stellaria graminea,Stellaria,Caryophyllaceae,1.136,0.776,0.013,0.088
Stellaria holostea,L.,Stellaria holostea,Stellaria,Caryophyllaceae,2.328,1.85,0.133,0.149
Stellaria media,(L.) Vill.,Stellaria media,Stellaria,Caryophyllaceae,1.09,1.018,0.074,0.055
Stellaria nemorum,L.,Stellaria nemorum,Stellaria,Caryophyllaceae,1.12,0.962,0.058,0.093
Stellaria uliginosa,Murray,Stellaria uliginosa,Stellaria,Caryophyllaceae,0.656,0.562,0.054,0.05
Stipa capillata,L.,Stipa capillata,Stipa,Poaceae,11.026,1.052,0.872,0.074
Stipa tirsa,Steven,Stipa tirsa,Stipa,Poaceae,17.328,1.956,0.4,0.19
Streptopus amplexifolius,(L.) DC.,Streptopus amplexifolius,Streptopus,Liliaceae,2.838,1.242,0.198,0.087
Subularia aquatica,L.,Subularia aquatica,Subularia,Brassicaceae,0.876,0.628,0.102,0.082
Succisa pratensis,Moench,Succisa pratensis,Succisa,Caprifoliaceae,6.24,2.166,0.506,0.264
Symphytum officinale,L.,Symphytum officinale,Symphytum,Boraginaceae,4.54,2.94,0.72,0.535
Taraxacum campylodes,G.E.Haglund,Taraxacum officinale,Taraxacum,Asteraceae,3.658,0.862,0.156,0.42
Taraxacum sect. Alpina,G.E.Haglund,Taraxacum sect. Alpina,Taraxacum,Asteraceae,4.098,0.988,0.682,0.175
Taraxacum sect. Erythrosperma,(H.Lindb.) Dahlst.,Taraxacum sect. Erythrosperma,Taraxacum,Asteraceae,4.172,0.968,0.683,0.087
Taxus baccata,L.,Taxus baccata,Taxus,Taxaceae,6.51,4.624,0.47,0.105
Teesdalia nudicaulis,(L.) W.T.Aiton,Teesdalia nudicaulis,Teesdalia,Brassicaceae,1.12,0.91,0,0.049
Teucrium botrys,L.,Teucrium botrys,Teucrium,Lamiaceae,1.704,1.284,0.088,0.204
Teucrium chamaedrys,L.,Teucrium chamaedrys,Teucrium,Lamiaceae,1.852,1.492,0.093,0.134
Teucrium montanum,L.,Teucrium montanum,Teucrium,Lamiaceae,1.892,1.222,0.131,0.093
Teucrium scordium,L.,Teucrium scordium,Teucrium,Lamiaceae,2.206,1.514,0.105,0.119
Teucrium scorodonia,L.,Teucrium scorodonia,Teucrium,Lamiaceae,1.47,1.116,0,0.06
Thalictrum flavum,L.,Thalictrum flavum,Thalictrum,Ranunculaceae,2.696,1.976,0.151,0.185
Thalictrum lucidum,L.,Thalictrum lucidum,Thalictrum,Ranunculaceae,2.544,1.26,0.088,0.148
Thalictrum minus,L.,Thalictrum minus,Thalictrum,Ranunculaceae,4.622,0.988,0.561,0.093
Thalictrum simplex,L.,Thalictrum simplex,Thalictrum,Ranunculaceae,2.46,1.558,0.191,0.156
Thesium bavarum,Schrank,Thesium bavarum,Thesium,Santalaceae,4.35,2.186,0.282,0.088
Thesium pyrenaicum,Pourr.,Thesium pyrenaicum,Thesium,Santalaceae,4.958,2.334,0.584,0.088
Thlaspi alliaceum,L.,Thlaspi alliaceum,Thlaspi,Brassicaceae,1.702,1.2,0.049,0.055
Thlaspi arvense,L.,Thlaspi arvense,Thlaspi,Brassicaceae,1.954,1.322,0.242,0.156
Thlaspi caerulescens,J.Presl & C.Presl,Thlaspi caerulescens,Thlaspi,Brassicaceae,1.62,0.99,0.055,0.055
Thlaspi montanum,L.,Thlaspi montanum,Thlaspi,Brassicaceae,1.87,1.282,0.045,0.114
Thlaspi perfoliatum,L.,Thlaspi perfoliatum,Thlaspi,Brassicaceae,1.094,0.728,0.051,0.07
Thlaspi rotundifolium,(L.) Gaudin,Thlaspi rotundifolium,Thlaspi,Brassicaceae,2.44,1.346,0.217,0.088
Thymelaea passerina,(L.) Coss. & Germ.,Thymelaea passerina,Thymelaea,Thymelaeaceae,3.172,1.45,0.156,0.045
Thymus pulegioides,L.,Thymus pulegioides,Thymus,Lamiaceae,0.8,0.74,0.055,0
Thymus serpyllum,L.,Thymus serpyllum,Thymus,Lamiaceae,0.738,0.738,0.074,0.074
Tilia platyphyllos,Scop.,Tilia platyphyllos,Tilia,Malvaceae,7.518,7.52,1.306,0.304
Tofieldia calyculata,(L.) Wahlenb.,Tofieldia calyculata,Tofieldia,Tofieldiaceae,1.05,0.286,0.059,0.026
Tofieldia pusilla,(Michx.) Pers.,Tofieldia pusilla,Tofieldia,Tofieldiaceae,0.78,0.42,0.055,0
Torilis japonica,(Houtt.) DC.,Torilis japonica,Torilis,Apiaceae,2.962,1.85,0.213,0.189
Tozzia alpina,L.,Tozzia alpina,Tozzia,Orobanchaceae,1.788,1.558,0.131,0.114
Tragopogon dubius,Scop.,Tragopogon dubius,Tragopogon,Asteraceae,16.6,1.726,2.064,0.148
Tragopogon orientalis,L.,Tragopogon orientalis,Tragopogon,Asteraceae,19.754,1.56,3.289,0.148
Tragopogon pratensis,L.,Tragopogon pratensis,Tragopogon,Asteraceae,11.62,1.46,1.197,0.137
Trichophorum alpinum,(L.) Pers.,Trichophorum alpinum,Trichophorum,Cyperaceae,1.17,0.53,0.18,0.08
Lysimachia europaea,(L.) U.Manns & Anderb.,Trientalis europaea,Lysimachia,Primulaceae,1.83,1.452,0.055,0.087
Trifolium alpestre,L.,Trifolium alpestre,Trifolium,Fabaceae,2.06,1.514,0.055,0.06
Trifolium alpinum,L.,Trifolium alpinum,Trifolium,Fabaceae,2.818,2.436,0.156,0.115
Trifolium arvense,L.,Trifolium arvense,Trifolium,Fabaceae,0.948,0.802,0.083,0.033
Trifolium aureum,Pollich,Trifolium aureum,Trifolium,Fabaceae,1.24,0.928,0.045,0.049
Trifolium badium,Schreb.,Trifolium badium,Trifolium,Fabaceae,1.642,1.094,0.093,0.06
Trifolium campestre,Schreb.,Trifolium campestre,Trifolium,Fabaceae,1.034,0.738,0.115,0.074
Trifolium dubium,Sibth.,Trifolium dubium,Trifolium,Fabaceae,1.304,0.926,0.157,0.088
Trifolium fragiferum,L.,Trifolium fragiferum,Trifolium,Fabaceae,1.52,1.144,0.111,0.074
Trifolium hybridum,L.,Trifolium hybridum,Trifolium,Fabaceae,1.452,1.178,0.087,0.135
Trifolium medium,L.,Trifolium medium,Trifolium,Fabaceae,1.816,1.392,0.142,0.151
Trifolium montanum,L.,Trifolium montanum,Trifolium,Fabaceae,1.642,0.948,0.093,0.074
Trifolium pallescens,Schreb.,Trifolium pallescens,Trifolium,Fabaceae,1.262,1.052,0.131,0.074
Trifolium pratense,L.,Trifolium pratense,Trifolium,Fabaceae,1.608,1.344,0.067,0.035
Trifolium repens,L.,Trifolium repens,Trifolium,Fabaceae,1.26,1.114,0,0.094
Trifolium spadiceum,L.,Trifolium spadiceum,Trifolium,Fabaceae,1.62,1.092,0.055,0.094
Trifolium striatum,L.,Trifolium striatum,Trifolium,Fabaceae,1.492,1.228,0.058,0.062
Trifolium thalii,Vill.,Trifolium thalii,Trifolium,Fabaceae,1.64,1.284,0.055,0.088
Triglochin maritima,L.,Triglochin maritimum,Triglochin,Juncaginaceae,3.752,1.976,0.214,0.164
Triglochin palustris,L.,Triglochin palustre,Triglochin,Juncaginaceae,7.158,0.662,0.462,0.091
Medicago monspeliaca,(L.) Trautv.,Trigonella monspeliaca,Medicago,Fabaceae,1.282,0.822,0.049,0.087
Trinia glauca,(L.) Dumort.,Trinia glauca,Trinia,Apiaceae,3.048,1.26,0.166,0
Trollius europaeus,L.,Trollius europaeus,Trollius,Ranunculaceae,1.526,0.936,0.102,0.116
Tuberaria guttata,(L.) Fourr.,Tuberaria guttata subsp. brewii,Tuberaria,Cistaceae,0.626,0.462,0.038,0.041
Turritis glabra,L.,Turritis glabra,Turritis,Brassicaceae,0.948,0.612,0.099,0.099
Tussilago farfara,L.,Tussilago farfara,Tussilago,Asteraceae,3.07,0.464,0.395,0.06
Typha angustifolia,L.,Typha angustifolia,Typha,Typhaceae,1.664,0.32,0.115,0
Typha latifolia,L.,Typha latifolia,Typha,Typhaceae,2.37,0.378,0.211,0.045
Typha shuttleworthii,W.D.J.Koch & Sond.,Typha shuttleworthii,Typha,Typhaceae,1.474,0.53,0.15,0
Urtica dioica,L.,Urtica dioica,Urtica,Urticaceae,1.136,0.772,0.068,0.102
Urtica kioviensis,Rogow.,Urtica kioviensis,Urtica,Urticaceae,1.26,0.95,0,0
Urtica urens,L.,Urtica urens,Urtica,Urticaceae,1.552,0.992,0.148,0.053
Vaccinium myrtillus,L.,Vaccinium myrtillus,Vaccinium,Ericaceae,1.324,0.782,0.094,0.094
Vaccinium uliginosum,L.,Vaccinium uliginosum,Vaccinium,Ericaceae,1.578,0.674,0.198,0.06
Valeriana montana,L.,Valeriana montana,Valeriana,Caprifoliaceae,3.806,1.368,0.115,0.074
Valeriana saxatilis,L.,Valeriana saxatilis,Valeriana,Caprifoliaceae,2.816,1.01,0.088,0.055
Valeriana supina,Ard.,Valeriana supina,Valeriana,Caprifoliaceae,3.68,1.346,0.148,0.088
Valerianella carinata,Loisel.,Valerianella carinata,Valerianella,Caprifoliaceae,2.04,1.034,0.121,0.115
Valerianella dentata,(L.) Pollich,Valerianella dentata,Valerianella,Caprifoliaceae,2.48,1.304,0.121,0.06
Veratrum album,L.,Veratrum album,Veratrum,Melanthiaceae,9.728,3.494,0.942,0.638
Verbascum densiflorum,Bertol.,Verbascum densiflorum,Verbascum,Scrophulariaceae,1.158,0.778,0.074,0.093
Verbascum lychnitis,L.,Verbascum lychnitis,Verbascum,Scrophulariaceae,1.01,0.652,0.055,0.049
Verbascum thapsus,L.,Verbascum thapsus,Verbascum,Scrophulariaceae,0.928,0.53,0.049,0
Verbena officinalis,L.,Verbena officinalis,Verbena,Verbenaceae,1.62,0.61,0.055,0.045
Verbesina encelioides,(Cav.) Benth. & Hook.f. ex A.Gray,Verbesina encelioides,Verbesina,Asteraceae,7.374,4.642,0.51,0.66
Veronica agrestis,L.,Veronica agrestis,Veronica,Plantaginaceae,2.062,1.24,0.142,0.155
Veronica alpina,L.,Veronica alpina,Veronica,Plantaginaceae,0.99,0.63,0.055,0
Veronica anagallis-aquatica,L.,Veronica anagallis-aquatica,Veronica,Plantaginaceae,0.528,0.4,0.074,0.045
Veronica aphylla,L.,Veronica aphylla,Veronica,Plantaginaceae,1.158,0.99,0.074,0.055
Veronica arvensis,L.,Veronica arvensis,Veronica,Plantaginaceae,1.072,0.716,0.114,0.088
Veronica beccabunga,L.,Veronica beccabunga,Veronica,Plantaginaceae,0.63,0.486,0,0.06
Veronica bellidioides,L.,Veronica bellidioides,Veronica,Plantaginaceae,1.16,0.906,0,0.06
Veronica catenata,Pennell,Veronica catenata,Veronica,Plantaginaceae,0.696,0.42,0.06,0
Veronica fruticans,Jacq.,Veronica fruticans,Veronica,Plantaginaceae,1.032,0.758,0.087,0.087
Veronica fruticulosa,L.,Veronica fruticulosa,Veronica,Plantaginaceae,1.492,1.18,0.114,0.045
Veronica hederifolia,L.,Veronica hederifolia,Veronica,Plantaginaceae,2.544,2.396,0.139,0.17
Veronica longifolia,L.,Veronica longifolia,Veronica,Plantaginaceae,0.946,0.53,0.105,0
Veronica montana,L.,Veronica montana,Veronica,Plantaginaceae,1.872,1.578,0.138,0.127
Veronica officinalis,L.,Veronica officinalis,Veronica,Plantaginaceae,1.05,0.82,0,0.045
Veronica peregrina,L.,Veronica peregrina,Veronica,Plantaginaceae,0.78,0.508,0.055,0.049
Veronica persica,Poir.,Veronica persica,Veronica,Plantaginaceae,1.468,0.954,0.08,0.103
Veronica polita,Fr.,Veronica polita,Veronica,Plantaginaceae,1.43,1.03,0.055,0.045
Veronica scutellata,L.,Veronica scutellata,Veronica,Plantaginaceae,1.15,0.966,0.145,0.174
Veronica serpyllifolia,L.,Veronica serpyllifolia,Veronica,Plantaginaceae,0.74,0.53,0,0
Veronica spicata,L.,Veronica spicata,Veronica,Plantaginaceae,0.822,0.61,0.087,0.045
Vicia cracca,L.,Vicia cracca,Vicia,Fabaceae,2.494,2.308,0.157,0.116
Vicia dasycarpa,Ten.,Vicia dasycarpa,Vicia,Fabaceae,3.826,3.638,0.228,0.094
Vicia dumetorum,L.,Vicia dumetorum,Vicia,Fabaceae,3.656,3.404,0.088,0.16
Vicia hirsuta,(L.) Gray,Vicia hirsuta,Vicia,Fabaceae,2.086,1.942,0.16,0.209
Vicia pisiformis,L.,Vicia pisiformis,Vicia,Fabaceae,4.33,3.992,0.282,0.22
Vicia sepium,L.,Vicia sepium,Vicia,Fabaceae,3.27,2.85,0.16,0.221
Vicia sylvatica,L.,Vicia sylvatica,Vicia,Fabaceae,3.3,2.564,0.338,0.16
Vicia tenuifolia,Roth,Vicia tenuifolia,Vicia,Fabaceae,3.3,2.962,0.286,0.213
Vicia villosa,Roth,Vicia villosa,Vicia,Fabaceae,3.58,3.21,0.208,0.253
Viola arvensis,Murray,Viola arvensis subsp. arvensis,Viola,Violaceae,1.678,0.948,0.052,0.071
Viola biflora,L.,Viola biflora,Viola,Violaceae,1.956,1.136,0.06,0.088
Viola calcarata,L.,Viola calcarata,Viola,Violaceae,2.02,1.05,0.045,0
Viola elatior,Fr.,Viola elatior,Viola,Violaceae,2.038,1.22,0.093,0.055
Viola mirabilis,L.,Viola mirabilis,Viola,Violaceae,2.29,1.68,0.462,0
Viola odorata,L.,Viola odorata,Viola,Violaceae,3.012,1.822,0.385,0.033
Viola palustris,L.,Viola palustris,Viola,Violaceae,1.788,1.094,0.074,0.06
Viola pumila,Chaix,Viola pumila,Viola,Violaceae,1.934,1.136,0.06,0.088
Viola suavis,M.Bieb.,Viola suavis,Viola,Violaceae,3.09,1.684,0.242,0.105
Silene viscaria,(L.) Jess.,Viscaria vulgaris,Silene,Caryophyllaceae,0.652,0.492,0.016,0.027
Zannichellia palustris,L.,Zannichellia palustris,Zannichellia,Potamogetonaceae,3.37,0.75,0.144,0.071
